address,system,unit,ladder,half-ladder,module,sensor,side,channel,time,charge
268471506,2,13,3,1,0,0,0,1979,1911,1
268471522,2,14,3,1,0,0,0,959,1911,8
268471554,2,16,3,1,0,0,0,1969,1911,4
268472434,2,7,4,1,0,0,0,295,1911,2
268472466,2,9,4,1,0,0,0,1125,1911,11
268472498,2,11,4,1,0,0,0,1639,1911,5
268472562,2,15,4,1,0,0,0,1445,1911,7
268473410,2,4,5,1,0,0,0,192,1911,2
268473442,2,6,5,1,0,0,0,737,1911,31
268473490,2,9,5,1,0,0,0,435,1911,1
268473522,2,11,5,1,0,0,0,1282,1911,1
268473570,2,14,5,1,0,0,0,424,1911,2
268474514,2,9,6,1,0,0,0,1932,1911,1
268474530,2,10,6,1,0,0,0,822,1911,9
268475538,2,9,7,1,0,0,0,160,1911,2
268475618,2,14,7,1,0,0,0,674,1911,4
268500994,2,0,0,0,1,0,0,216,1911,0
268500994,2,0,0,0,1,0,0,260,1911,1
268500994,2,0,0,0,1,0,0,648,1911,0
268501042,2,3,0,0,1,0,0,1187,1911,18
268501042,2,3,0,0,1,0,0,1189,1911,17
268501074,2,5,0,0,1,0,0,89,1911,3
268501074,2,5,0,0,1,0,0,720,1911,3
268501074,2,5,0,0,1,0,0,814,1911,31
268501074,2,5,0,0,1,0,0,1857,1911,9
268501106,2,7,0,0,1,0,0,453,1911,3
268501186,2,12,0,0,1,0,0,780,1911,5
268501234,2,15,0,0,1,0,0,1782,1911,6
268502050,2,2,1,0,1,0,0,58,1911,8
268502050,2,2,1,0,1,0,0,340,1911,7
268502050,2,2,1,0,1,0,0,1337,1911,3
268502146,2,8,1,0,1,0,0,455,1911,3
268503106,2,4,2,0,1,0,0,866,1911,2
268503106,2,4,2,0,1,0,0,1886,1911,0
268503122,2,5,2,0,1,0,0,686,1911,16
268503170,2,8,2,0,1,0,0,788,1911,8
268503170,2,8,2,0,1,0,0,1393,1911,10
268503202,2,10,2,0,1,0,0,138,1911,8
268503202,2,10,2,0,1,0,0,140,1911,0
268503202,2,10,2,0,1,0,0,1489,1911,6
268503218,2,11,2,0,1,0,0,1400,1911,1
268503234,2,12,2,0,1,0,0,846,1911,19
268503282,2,15,2,0,1,0,0,136,1911,10
268503282,2,15,2,0,1,0,0,420,1911,0
268504146,2,5,3,0,1,0,0,992,1911,2
268504178,2,7,3,0,1,0,0,2015,1911,5
268504194,2,8,3,0,1,0,0,1914,1911,3
268504194,2,8,3,0,1,0,0,1953,1911,1
268504226,2,10,3,0,1,0,0,392,1911,7
268504226,2,10,3,0,1,0,0,1570,1911,24
268504226,2,10,3,0,1,0,0,1979,1911,8
268504274,2,13,3,0,1,0,0,95,1911,3
268505122,2,2,4,0,1,0,0,1756,1911,2
268505170,2,5,4,0,1,0,0,337,1911,1
268505186,2,6,4,0,1,0,0,1233,1911,3
268505250,2,10,4,0,1,0,0,1156,1911,1
268505330,2,15,4,0,1,0,0,1439,1911,9
268506210,2,6,5,0,1,0,0,891,1911,8
268506258,2,9,5,0,1,0,0,1020,1911,3
268506306,2,12,5,0,1,0,0,108,1911,2
268506322,2,13,5,0,1,0,0,220,1911,3
268506338,2,14,5,0,1,0,0,768,1911,6
268507282,2,9,6,0,1,0,0,827,1911,7
268507282,2,9,6,0,1,0,0,924,1911,0
268507330,2,12,6,0,1,0,0,1078,1911,7
268507346,2,13,6,0,1,0,0,947,1911,1
268507346,2,13,6,0,1,0,0,949,1911,2
268507378,2,15,6,0,1,0,0,51,1911,1
268508386,2,14,7,0,1,0,0,664,1911,0
268508386,2,14,7,0,1,0,0,1456,1911,6
268508402,2,15,7,0,1,0,0,316,1911,3
268508402,2,15,7,0,1,0,0,318,1911,2
268533762,2,0,0,1,1,0,0,1368,1911,1
268533762,2,0,0,1,1,0,0,1369,1911,0
268533778,2,1,0,1,1,0,0,215,1911,0
268533794,2,2,0,1,1,0,0,792,1911,1
268533970,2,13,0,1,1,0,0,1411,1911,3
268533986,2,14,0,1,1,0,0,1439,1911,1
268534034,2,17,0,1,1,0,0,137,1911,5
268534034,2,17,0,1,1,0,0,1662,1911,26
268534818,2,2,1,1,1,0,0,750,1911,10
268534850,2,4,1,1,1,0,0,27,1911,6
268534850,2,4,1,1,1,0,0,390,1911,1
268534866,2,5,1,1,1,0,0,841,1911,8
268534882,2,6,1,1,1,0,0,229,1911,1
268534946,2,10,1,1,1,0,0,387,1911,0
268534962,2,11,1,1,1,0,0,1712,1911,10
268534962,2,11,1,1,1,0,0,1713,1911,31
268534994,2,13,1,1,1,0,0,1700,1911,9
268536002,2,12,2,1,1,0,0,1124,1911,3
268536018,2,13,2,1,1,0,0,670,1911,3
268536050,2,15,2,1,1,0,0,339,1911,3
268536914,2,5,3,1,1,0,0,347,1911,0
268536914,2,5,3,1,1,0,0,934,1911,3
268537058,2,14,3,1,1,0,0,1515,1911,9
268537090,2,16,3,1,1,0,0,448,1911,3
268537922,2,4,4,1,1,0,0,241,1911,9
268537938,2,5,4,1,1,0,0,1842,1911,7
268538002,2,9,4,1,1,0,0,1314,1911,9
268538002,2,9,4,1,1,0,0,1736,1911,0
268538066,2,13,4,1,1,0,0,575,1911,6
268538098,2,15,4,1,1,0,0,1029,1911,0
268538098,2,15,4,1,1,0,0,1168,1911,8
268538946,2,4,5,1,1,0,0,1031,1911,0
268538946,2,4,5,1,1,0,0,1032,1911,31
268538994,2,7,5,1,1,0,0,171,1911,2
268538994,2,7,5,1,1,0,0,1191,1911,1
268539026,2,9,5,1,1,0,0,1836,1911,1
268539058,2,11,5,1,1,0,0,1917,1911,3
268539090,2,13,5,1,1,0,0,87,1911,3
268539090,2,13,5,1,1,0,0,1422,1911,0
268540002,2,6,6,1,1,0,0,1180,1911,3
268540098,2,12,6,1,1,0,0,257,1911,1
268540098,2,12,6,1,1,0,0,485,1911,1
268540098,2,12,6,1,1,0,0,1384,1911,1
268540098,2,12,6,1,1,0,0,1492,1911,0
268540114,2,13,6,1,1,0,0,1511,1911,2
268540130,2,14,6,1,1,0,0,529,1911,6
268540130,2,14,6,1,1,0,0,970,1911,0
268541090,2,10,7,1,1,0,0,484,1911,17
268566530,2,0,0,0,2,0,0,1320,1911,29
268566546,2,1,0,0,2,0,0,645,1911,3
268566546,2,1,0,0,2,0,0,855,1911,0
268566546,2,1,0,0,2,0,0,1212,1911,31
268566578,2,3,0,0,2,0,0,1380,1911,3
268566706,2,11,0,0,2,0,0,431,1911,1
268566706,2,11,0,0,2,0,0,564,1911,0
268566722,2,12,0,0,2,0,0,1636,1911,2
268566738,2,13,0,0,2,0,0,1561,1911,3
268566770,2,15,0,0,2,0,0,365,1911,3
268566770,2,15,0,0,2,0,0,366,1911,0
268566770,2,15,0,0,2,0,0,418,1911,6
268566770,2,15,0,0,2,0,0,1330,1911,3
268566770,2,15,0,0,2,0,0,1457,1911,8
268567602,2,3,1,0,2,0,0,518,1911,0
268567650,2,6,1,0,2,0,0,1759,1911,1
268567650,2,6,1,0,2,0,0,1779,1911,5
268567698,2,9,1,0,2,0,0,953,1911,0
268567698,2,9,1,0,2,0,0,1958,1911,4
268567730,2,11,1,0,2,0,0,680,1911,0
268567730,2,11,1,0,2,0,0,966,1911,0
268567730,2,11,1,0,2,0,0,1427,1911,5
268567746,2,12,1,0,2,0,0,82,1911,0
268567746,2,12,1,0,2,0,0,1226,1911,2
268567746,2,12,1,0,2,0,0,1516,1911,31
268567746,2,12,1,0,2,0,0,1792,1911,8
268567746,2,12,1,0,2,0,0,1940,1911,1
268567762,2,13,1,0,2,0,0,982,1911,2
268567762,2,13,1,0,2,0,0,1960,1911,3
268567778,2,14,1,0,2,0,0,271,1911,3
268567810,2,16,1,0,2,0,0,318,1911,0
268567826,2,17,1,0,2,0,0,233,1911,4
268568610,2,2,2,0,2,0,0,739,1911,2
268568610,2,2,2,0,2,0,0,1615,1911,1
268568610,2,2,2,0,2,0,0,1906,1911,8
268568642,2,4,2,0,2,0,0,701,1911,4
268568642,2,4,2,0,2,0,0,1114,1911,4
268568706,2,8,2,0,2,0,0,1194,1911,5
268568754,2,11,2,0,2,0,0,1774,1911,6
268568802,2,14,2,0,2,0,0,1457,1911,1
268568802,2,14,2,0,2,0,0,1861,1911,13
268568818,2,15,2,0,2,0,0,1756,1911,1
268569634,2,2,3,0,2,0,0,227,1911,13
268569634,2,2,3,0,2,0,0,1249,1911,8
268569650,2,3,3,0,2,0,0,1578,1911,9
268569682,2,5,3,0,2,0,0,285,1911,1
268569682,2,5,3,0,2,0,0,366,1911,5
268569714,2,7,3,0,2,0,0,988,1911,4
268569714,2,7,3,0,2,0,0,1213,1911,2
268569714,2,7,3,0,2,0,0,1979,1911,5
268569826,2,14,3,0,2,0,0,790,1911,11
268569858,2,16,3,0,2,0,0,1590,1911,1
268570690,2,4,4,0,2,0,0,1998,1911,1
268570722,2,6,4,0,2,0,0,318,1911,0
268570754,2,8,4,0,2,0,0,218,1911,3
268570802,2,11,4,0,2,0,0,629,1911,9
268570802,2,11,4,0,2,0,0,630,1911,1
268570802,2,11,4,0,2,0,0,686,1911,5
268570850,2,14,4,0,2,0,0,194,1911,1
268570866,2,15,4,0,2,0,0,538,1911,6
268570866,2,15,4,0,2,0,0,1192,1911,0
268571714,2,4,5,0,2,0,0,16,1911,3
268571810,2,10,5,0,2,0,0,1132,1911,0
268571858,2,13,5,0,2,0,0,821,1911,4
268571858,2,13,5,0,2,0,0,1238,1911,6
268572770,2,6,6,0,2,0,0,351,1911,6
268572834,2,10,6,0,2,0,0,1095,1911,8
268572834,2,10,6,0,2,0,0,2010,1911,4
268572866,2,12,6,0,2,0,0,89,1911,7
268572866,2,12,6,0,2,0,0,679,1911,0
268572882,2,13,6,0,2,0,0,721,1911,1
268572914,2,15,6,0,2,0,0,902,1911,6
268573858,2,10,7,0,2,0,0,912,1911,0
268573922,2,14,7,0,2,0,0,170,1911,8
268573922,2,14,7,0,2,0,0,382,1911,4
268573922,2,14,7,0,2,0,0,2001,1911,5
268599314,2,1,0,1,2,0,0,403,1911,0
268599314,2,1,0,1,2,0,0,1318,1911,9
268599346,2,3,0,1,2,0,0,2004,1911,4
268599410,2,7,0,1,2,0,0,248,1911,8
268599426,2,8,0,1,2,0,0,1474,1911,2
268599442,2,9,0,1,2,0,0,2034,1911,1
268599506,2,13,0,1,2,0,0,1873,1911,31
268599538,2,15,0,1,2,0,0,586,1911,7
268599538,2,15,0,1,2,0,0,669,1911,19
268599538,2,15,0,1,2,0,0,1451,1911,15
268599538,2,15,0,1,2,0,0,1452,1911,19
268600322,2,0,1,1,2,0,0,66,1911,3
268600338,2,1,1,1,2,0,0,493,1911,5
268600338,2,1,1,1,2,0,0,1171,1911,0
268600338,2,1,1,1,2,0,0,1454,1911,3
268600386,2,4,1,1,2,0,0,601,1911,1
268600418,2,6,1,1,2,0,0,1887,1911,1
268600514,2,12,1,1,2,0,0,474,1911,5
268600514,2,12,1,1,2,0,0,517,1911,7
268600514,2,12,1,1,2,0,0,527,1911,3
268600514,2,12,1,1,2,0,0,743,1911,0
268600514,2,12,1,1,2,0,0,1107,1911,4
268600514,2,12,1,1,2,0,0,1378,1911,2
268600514,2,12,1,1,2,0,0,1418,1911,1
268600514,2,12,1,1,2,0,0,1420,1911,0
268600514,2,12,1,1,2,0,0,1849,1911,2
268600546,2,14,1,1,2,0,0,1588,1911,2
268600562,2,15,1,1,2,0,0,1227,1911,2
268600594,2,17,1,1,2,0,0,84,1911,2
268601458,2,7,2,1,2,0,0,784,1911,1
268601490,2,9,2,1,2,0,0,2020,1911,1
268601506,2,10,2,1,2,0,0,326,1911,10
268601506,2,10,2,1,2,0,0,1295,1911,9
268601538,2,12,2,1,2,0,0,536,1911,1
268601570,2,14,2,1,2,0,0,825,1911,2
268601586,2,15,2,1,2,0,0,263,1911,4
268601586,2,15,2,1,2,0,0,264,1911,4
268601602,2,16,2,1,2,0,0,772,1911,3
268601602,2,16,2,1,2,0,0,1717,1911,8
268602402,2,2,3,1,2,0,0,212,1911,2
268602418,2,3,3,1,2,0,0,1825,1911,1
268602530,2,10,3,1,2,0,0,32,1911,4
268602594,2,14,3,1,2,0,0,977,1911,5
268602626,2,16,3,1,2,0,0,731,1911,2
268602626,2,16,3,1,2,0,0,1535,1911,0
268603426,2,2,4,1,2,0,0,1661,1911,0
268603570,2,11,4,1,2,0,0,884,1911,8
268603570,2,11,4,1,2,0,0,1525,1911,1
268603602,2,13,4,1,2,0,0,1630,1911,11
268603634,2,15,4,1,2,0,0,234,1911,3
268603634,2,15,4,1,2,0,0,350,1911,8
268604482,2,4,5,1,2,0,0,411,1911,6
268604482,2,4,5,1,2,0,0,1772,1911,4
268604514,2,6,5,1,2,0,0,548,1911,2
268604546,2,8,5,1,2,0,0,337,1911,1
268604546,2,8,5,1,2,0,0,1556,1911,8
268604562,2,9,5,1,2,0,0,1086,1911,2
268604578,2,10,5,1,2,0,0,1422,1911,1
268604594,2,11,5,1,2,0,0,1713,1911,7
268604610,2,12,5,1,2,0,0,454,1911,3
268604658,2,15,5,1,2,0,0,547,1911,4
268605538,2,6,6,1,2,0,0,351,1911,4
268605586,2,9,6,1,2,0,0,1481,1911,1
268605602,2,10,6,1,2,0,0,722,1911,1
268605634,2,12,6,1,2,0,0,110,1911,6
268605634,2,12,6,1,2,0,0,773,1911,5
268605634,2,12,6,1,2,0,0,1559,1911,3
268605634,2,12,6,1,2,0,0,1615,1911,6
268605666,2,14,6,1,2,0,0,750,1911,4
268605666,2,14,6,1,2,0,0,1690,1911,3
268606626,2,10,7,1,2,0,0,1347,1911,8
268606626,2,10,7,1,2,0,0,1848,1911,7
268606690,2,14,7,1,2,0,0,839,1911,3
268632066,2,0,0,0,3,0,0,732,1911,0
268632098,2,2,0,0,3,0,0,678,1911,4
268632114,2,3,0,0,3,0,0,172,1911,1
268632114,2,3,0,0,3,0,0,1388,1911,6
268632146,2,5,0,0,3,0,0,509,1911,1
268632146,2,5,0,0,3,0,0,773,1911,4
268632178,2,7,0,0,3,0,0,712,1911,1
268632210,2,9,0,0,3,0,0,1194,1911,14
268632242,2,11,0,0,3,0,0,544,1911,26
268632242,2,11,0,0,3,0,0,1341,1911,0
268632242,2,11,0,0,3,0,0,1342,1911,1
268633090,2,0,1,0,3,0,0,1162,1911,4
268633106,2,1,1,0,3,0,0,428,1911,1
268633202,2,7,1,0,3,0,0,555,1911,2
268633202,2,7,1,0,3,0,0,1502,1911,3
268633250,2,10,1,0,3,0,0,271,1911,1
268633250,2,10,1,0,3,0,0,285,1911,1
268633250,2,10,1,0,3,0,0,286,1911,1
268633250,2,10,1,0,3,0,0,1198,1911,3
268633250,2,10,1,0,3,0,0,1201,1911,3
268633298,2,13,1,0,3,0,0,749,1911,2
268633330,2,15,1,0,3,0,0,764,1911,4
268633362,2,17,1,0,3,0,0,287,1911,0
268634210,2,6,2,0,3,0,0,847,1911,15
268634210,2,6,2,0,3,0,0,1960,1911,0
268634258,2,9,2,0,3,0,0,760,1911,2
268634322,2,13,2,0,3,0,0,934,1911,5
268634322,2,13,2,0,3,0,0,1647,1911,2
268634338,2,14,2,0,3,0,0,368,1911,1
268634338,2,14,2,0,3,0,0,1800,1911,31
268634386,2,17,2,0,3,0,0,1753,1911,0
268635170,2,2,3,0,3,0,0,183,1911,3
268635170,2,2,3,0,3,0,0,607,1911,5
268635170,2,2,3,0,3,0,0,1071,1911,4
268635218,2,5,3,0,3,0,0,1672,1911,0
268635250,2,7,3,0,3,0,0,1184,1911,7
268635298,2,10,3,0,3,0,0,1933,1911,1
268635298,2,10,3,0,3,0,0,1937,1911,15
268635298,2,10,3,0,3,0,0,1941,1911,31
268636258,2,6,4,0,3,0,0,906,1911,5
268636258,2,6,4,0,3,0,0,1673,1911,5
268636274,2,7,4,0,3,0,0,441,1911,5
268636290,2,8,4,0,3,0,0,1164,1911,0
268637426,2,15,5,0,3,0,0,1087,1911,2
268637426,2,15,5,0,3,0,0,1753,1911,1
268637426,2,15,5,0,3,0,0,1754,1911,5
268638354,2,9,6,0,3,0,0,280,1911,30
268638354,2,9,6,0,3,0,0,284,1911,8
268638354,2,9,6,0,3,0,0,566,1911,2
268638370,2,10,6,0,3,0,0,132,1911,2
268638370,2,10,6,0,3,0,0,751,1911,1
268638450,2,15,6,0,3,0,0,916,1911,4
268639394,2,10,7,0,3,0,0,925,1911,12
268664882,2,3,0,1,3,0,0,534,1911,3
268664882,2,3,0,1,3,0,0,1287,1911,1
268664882,2,3,0,1,3,0,0,1577,1911,1
268664882,2,3,0,1,3,0,0,1872,1911,5
268664914,2,5,0,1,3,0,0,133,1911,2
268665010,2,11,0,1,3,0,0,638,1911,7
268665954,2,6,1,1,3,0,0,634,1911,1
268666002,2,9,1,1,3,0,0,1446,1911,1
268666018,2,10,1,1,3,0,0,281,1911,4
268666050,2,12,1,1,3,0,0,478,1911,0
268666050,2,12,1,1,3,0,0,480,1911,1
268666050,2,12,1,1,3,0,0,483,1911,1
268666098,2,15,1,1,3,0,0,1438,1911,2
268666098,2,15,1,1,3,0,0,1441,1911,2
268666098,2,15,1,1,3,0,0,1610,1911,1
268666930,2,3,2,1,3,0,0,465,1911,1
268666962,2,5,2,1,3,0,0,86,1911,3
268667010,2,8,2,1,3,0,0,344,1911,3
268667010,2,8,2,1,3,0,0,1623,1911,5
268667026,2,9,2,1,3,0,0,1327,1911,1
268667074,2,12,2,1,3,0,0,1990,1911,7
268667938,2,2,3,1,3,0,0,155,1911,2
268668018,2,7,3,1,3,0,0,1424,1911,9
268668962,2,2,4,1,3,0,0,1051,1911,2
268668994,2,4,4,1,3,0,0,1769,1911,1
268669026,2,6,4,1,3,0,0,724,1911,1
268669026,2,6,4,1,3,0,0,749,1911,1
268669026,2,6,4,1,3,0,0,1486,1911,1
268669106,2,11,4,1,3,0,0,381,1911,31
268669106,2,11,4,1,3,0,0,382,1911,9
268669138,2,13,4,1,3,0,0,574,1911,6
268669138,2,13,4,1,3,0,0,1408,1911,3
268670018,2,4,5,1,3,0,0,1140,1911,0
268670194,2,15,5,1,3,0,0,1516,1911,0
268671138,2,10,6,1,3,0,0,849,1911,0
268671138,2,10,6,1,3,0,0,1017,1911,1
268671138,2,10,6,1,3,0,0,2022,1911,0
268671138,2,10,6,1,3,0,0,2024,1911,1
268671138,2,10,6,1,3,0,0,2027,1911,1
268697650,2,3,0,0,4,0,0,229,1911,1
268697650,2,3,0,0,4,0,0,1178,1911,10
268698626,2,0,1,0,4,0,0,2047,1911,6
268698674,2,3,1,0,4,0,0,685,1911,31
268698738,2,7,1,0,4,0,0,1893,1911,4
268698898,2,17,1,0,4,0,0,284,1911,13
268699714,2,4,2,0,4,0,0,294,1911,12
268699714,2,4,2,0,4,0,0,1473,1911,0
268699714,2,4,2,0,4,0,0,1816,1911,24
268699778,2,8,2,0,4,0,0,1049,1911,1
268699778,2,8,2,0,4,0,0,1937,1911,0
268699922,2,17,2,0,4,0,0,290,1911,9
268701778,2,5,4,0,4,0,0,254,1911,31
268702818,2,6,5,0,4,0,0,490,1911,2
268702818,2,6,5,0,4,0,0,1399,1911,3
268702850,2,8,5,0,4,0,0,1197,1911,3
268702850,2,8,5,0,4,0,0,1199,1911,0
268702866,2,9,5,0,4,0,0,1004,1911,0
268702930,2,13,5,0,4,0,0,783,1911,4
268702946,2,14,5,0,4,0,0,189,1911,1
268703938,2,12,6,0,4,0,0,1293,1911,3
268703986,2,15,6,0,4,0,0,793,1911,4
268730402,2,2,0,1,4,0,0,484,1911,8
268730610,2,15,0,1,4,0,0,1989,1911,31
268731410,2,1,1,1,4,0,0,1794,1911,2
268731474,2,5,1,1,4,0,0,937,1911,4
268731490,2,6,1,1,4,0,0,1339,1911,1
268731538,2,9,1,1,4,0,0,413,1911,20
268731538,2,9,1,1,4,0,0,1329,1911,14
268731602,2,13,1,1,4,0,0,1587,1911,1
268732546,2,8,2,1,4,0,0,138,1911,3
268732578,2,10,2,1,4,0,0,1514,1911,1
268733474,2,2,3,1,4,0,0,1594,1911,0
268733698,2,16,3,1,4,0,0,535,1911,4
268733698,2,16,3,1,4,0,0,537,1911,3
268734546,2,5,4,1,4,0,0,1139,1911,7
268734546,2,5,4,1,4,0,0,1148,1911,9
268734674,2,13,4,1,4,0,0,1904,1911,31
268735554,2,4,5,1,4,0,0,922,1911,0
268735586,2,6,5,1,4,0,0,437,1911,6
268735618,2,8,5,1,4,0,0,1868,1911,3
268735682,2,12,5,1,4,0,0,1625,1911,0
268736674,2,10,6,1,4,0,0,567,1911,2
268736674,2,10,6,1,4,0,0,605,1911,2
268736674,2,10,6,1,4,0,0,1325,1911,0
268736674,2,10,6,1,4,0,0,1328,1911,0
268736706,2,12,6,1,4,0,0,419,1911,0
268736722,2,13,6,1,4,0,0,1215,1911,7
268736738,2,14,6,1,4,0,0,1282,1911,3
268736738,2,14,6,1,4,0,0,1934,1911,2
268435474,2,1,0,0,0,0,0,430,1912,3
268435490,2,2,0,0,0,0,0,164,1912,26
268435538,2,5,0,0,0,0,0,581,1912,6
268435538,2,5,0,0,0,0,0,985,1912,0
268435570,2,7,0,0,0,0,0,421,1912,7
268435602,2,9,0,0,0,0,0,275,1912,4
268435634,2,11,0,0,0,0,0,2014,1912,11
268435666,2,13,0,0,0,0,0,580,1912,0
268435682,2,14,0,0,0,0,0,478,1912,3
268435682,2,14,0,0,0,0,0,1091,1912,1
268435682,2,14,0,0,0,0,0,1380,1912,3
268435698,2,15,0,0,0,0,0,266,1912,2
268435698,2,15,0,0,0,0,0,370,1912,0
268436482,2,0,1,0,0,0,0,351,1912,6
268436514,2,2,1,0,0,0,0,1071,1912,10
268436626,2,9,1,0,0,0,0,1542,1912,14
268436626,2,9,1,0,0,0,0,1661,1912,5
268436674,2,12,1,0,0,0,0,1594,1912,4
268436722,2,15,1,0,0,0,0,792,1912,0
268437586,2,5,2,0,0,0,0,1454,1912,3
268437602,2,6,2,0,0,0,0,312,1912,31
268437602,2,6,2,0,0,0,0,1247,1912,0
268437634,2,8,2,0,0,0,0,2,1912,0
268437634,2,8,2,0,0,0,0,1138,1912,2
268437634,2,8,2,0,0,0,0,1306,1912,0
268437698,2,12,2,0,0,0,0,854,1912,8
268438610,2,5,3,0,0,0,0,195,1912,2
268438610,2,5,3,0,0,0,0,1064,1912,3
268438610,2,5,3,0,0,0,0,1192,1912,31
268438658,2,8,3,0,0,0,0,970,1912,3
268438706,2,11,3,0,0,0,0,71,1912,1
268438738,2,13,3,0,0,0,0,1351,1912,3
268438786,2,16,3,0,0,0,0,1256,1912,0
268439586,2,2,4,0,0,0,0,191,1912,2
268439650,2,6,4,0,0,0,0,920,1912,0
268439650,2,6,4,0,0,0,0,1891,1912,1
268439698,2,9,4,0,0,0,0,767,1912,4
268439698,2,9,4,0,0,0,0,768,1912,2
268439730,2,11,4,0,0,0,0,1456,1912,3
268439762,2,13,4,0,0,0,0,1049,1912,2
268440674,2,6,5,0,0,0,0,1937,1912,10
268441698,2,6,6,0,0,0,0,338,1912,9
268441698,2,6,6,0,0,0,0,692,1912,11
268441762,2,10,6,0,0,0,0,1816,1912,31
268441826,2,14,6,0,0,0,0,357,1912,17
268441826,2,14,6,0,0,0,0,1323,1912,0
268441842,2,15,6,0,0,0,0,1567,1912,5
268442866,2,15,7,0,0,0,0,1103,1912,8
268442866,2,15,7,0,0,0,0,1104,1912,5
268442866,2,15,7,0,0,0,0,1105,1912,0
268468274,2,3,0,1,0,0,0,103,1912,3
268468322,2,6,0,1,0,0,0,1248,1912,11
268468338,2,7,0,1,0,0,0,1299,1912,7
268468354,2,8,0,1,0,0,0,6,1912,0
268468370,2,9,0,1,0,0,0,29,1912,3
268468370,2,9,0,1,0,0,0,1586,1912,17
268468370,2,9,0,1,0,0,0,1731,1912,0
268468386,2,10,0,1,0,0,0,452,1912,1
268468386,2,10,0,1,0,0,0,549,1912,2
268468466,2,15,0,1,0,0,0,1379,1912,7
268468498,2,17,0,1,0,0,0,561,1912,0
268469442,2,12,1,1,0,0,0,1925,1912,0
268470338,2,4,2,1,0,0,0,625,1912,2
268470402,2,8,2,1,0,0,0,779,1912,4
268470402,2,8,2,1,0,0,0,1869,1912,3
268470402,2,8,2,1,0,0,0,1924,1912,2
268470434,2,10,2,1,0,0,0,272,1912,6
268470434,2,10,2,1,0,0,0,473,1912,0
268470434,2,10,2,1,0,0,0,1399,1912,6
268470466,2,12,2,1,0,0,0,1821,1912,2
268471362,2,4,3,1,0,0,0,560,1912,0
268471362,2,4,3,1,0,0,0,562,1912,0
268471410,2,7,3,1,0,0,0,439,1912,0
268471410,2,7,3,1,0,0,0,452,1912,1
268471490,2,12,3,1,0,0,0,1605,1912,4
268471506,2,13,3,1,0,0,0,1875,1912,0
268471522,2,14,3,1,0,0,0,2030,1912,7
268471538,2,15,3,1,0,0,0,1724,1912,2
268472386,2,4,4,1,0,0,0,1101,1912,4
268472530,2,13,4,1,0,0,0,457,1912,2
268472530,2,13,4,1,0,0,0,1407,1912,7
268473442,2,6,5,1,0,0,0,1743,1912,29
268473474,2,8,5,1,0,0,0,654,1912,3
268473490,2,9,5,1,0,0,0,437,1912,1
268473538,2,12,5,1,0,0,0,1106,1912,0
268473570,2,14,5,1,0,0,0,1425,1912,0
268474466,2,6,6,1,0,0,0,801,1912,9
268474466,2,6,6,1,0,0,0,1297,1912,13
268474514,2,9,6,1,0,0,0,1930,1912,3
268474530,2,10,6,1,0,0,0,821,1912,0
268474530,2,10,6,1,0,0,0,1766,1912,1
268475554,2,10,7,1,0,0,0,198,1912,7
268475554,2,10,7,1,0,0,0,1496,1912,7
268501010,2,1,0,0,1,0,0,918,1912,1
268501010,2,1,0,0,1,0,0,1022,1912,4
268501026,2,2,0,0,1,0,0,915,1912,12
268501074,2,5,0,0,1,0,0,1127,1912,6
268501074,2,5,0,0,1,0,0,1677,1912,9
268501106,2,7,0,0,1,0,0,896,1912,3
268501106,2,7,0,0,1,0,0,1425,1912,1
268501106,2,7,0,0,1,0,0,1706,1912,9
268501106,2,7,0,0,1,0,0,1841,1912,6
268501138,2,9,0,0,1,0,0,1350,1912,6
268501170,2,11,0,0,1,0,0,1079,1912,3
268501186,2,12,0,0,1,0,0,1618,1912,7
268502162,2,9,1,0,1,0,0,51,1912,0
268503090,2,3,2,0,1,0,0,1709,1912,11
268503138,2,6,2,0,1,0,0,72,1912,6
268503138,2,6,2,0,1,0,0,740,1912,8
268503138,2,6,2,0,1,0,0,1113,1912,12
268503138,2,6,2,0,1,0,0,1389,1912,10
268503170,2,8,2,0,1,0,0,1217,1912,3
268503186,2,9,2,0,1,0,0,719,1912,6
268503186,2,9,2,0,1,0,0,721,1912,11
268503202,2,10,2,0,1,0,0,1268,1912,1
268503218,2,11,2,0,1,0,0,1688,1912,0
268503250,2,13,2,0,1,0,0,796,1912,1
268503250,2,13,2,0,1,0,0,1052,1912,5
268503282,2,15,2,0,1,0,0,373,1912,4
268503282,2,15,2,0,1,0,0,1916,1912,21
268503298,2,16,2,0,1,0,0,1468,1912,1
268504194,2,8,3,0,1,0,0,1952,1912,2
268504274,2,13,3,0,1,0,0,1921,1912,0
268504290,2,14,3,0,1,0,0,384,1912,5
268504290,2,14,3,0,1,0,0,602,1912,6
268504322,2,16,3,0,1,0,0,1118,1912,6
268504322,2,16,3,0,1,0,0,1119,1912,0
268505122,2,2,4,0,1,0,0,1908,1912,11
268505154,2,4,4,0,1,0,0,1222,1912,0
268505202,2,7,4,0,1,0,0,2004,1912,2
268505234,2,9,4,0,1,0,0,1445,1912,6
268505266,2,11,4,0,1,0,0,658,1912,5
268505266,2,11,4,0,1,0,0,1618,1912,4
268506178,2,4,5,0,1,0,0,230,1912,7
268506242,2,8,5,0,1,0,0,1897,1912,6
268506258,2,9,5,0,1,0,0,57,1912,0
